congress,session,chamber,period,total_votes,missed_votes,percent,percentile,period_start,period_end,pctile25,pctile50,pctile75,pctile90
109,2005,h,0,90,2,2.22222222222,36.866359447,2005-01-04,2005-03-21,1.11111111111,3.33333333333,5.55555555556,8.88888888889
109,2005,h,1,272,29,10.6617647059,92.6267281106,2005-04-05,2005-06-30,0.367647058824,1.47058823529,4.77941176471,8.08823529412
109,2005,h,2,146,5,3.42465753425,68.5185185185,2005-07-11,2005-09-29,0.0,1.3698630137,4.1095890411,8.21917808219
109,2005,h,3,163,4,2.45398773006,47.465437788,2005-10-06,2005-12-19,0.613496932515,2.45398773006,4.90797546012,8.83435582822
109,2006,h,0,81,4,4.93827160494,75.9259259259,2006-01-31,2006-03-30,0.0,1.23456790123,3.7037037037,8.64197530864
109,2006,h,1,276,19,6.88405797101,91.2037037037,2006-04-04,2006-06-29,0.724637681159,1.8115942029,3.35144927536,6.15942028986
109,2006,h,2,159,11,6.91823899371,88.8888888889,2006-07-10,2006-09-30,0.0,1.88679245283,3.77358490566,7.54716981132
109,2006,h,3,27,7,25.9259259259,93.5483870968,2006-11-13,2006-12-09,0.0,0.0,7.40740740741,16.2962962963
110,2007,h,0,213,3,1.40845070423,42.9752066116,2007-01-04,2007-03-29,0.469483568075,1.40845070423,3.28638497653,6.57276995305
110,2007,h,1,393,9,2.29007633588,61.9834710744,2007-04-17,2007-06-28,0.508905852417,1.52671755725,3.56234096692,7.86259541985
110,2007,h,2,317,18,5.67823343849,86.0082304527,2007-07-11,2007-09-27,0.946372239748,1.57728706625,3.78548895899,7.19242902208
110,2007,h,3,263,20,7.60456273764,84.1463414634,2007-10-01,2007-12-19,1.14068441065,2.66159695817,5.32319391635,9.69581749049
110,2008,h,0,149,11,7.38255033557,76.9230769231,2008-01-15,2008-03-31,1.34228187919,3.35570469799,6.71140939597,12.7516778523
110,2008,h,1,321,35,10.9034267913,92.0,2008-04-01,2008-06-26,1.246105919,2.80373831776,5.60747663551,10.0
110,2008,h,2,205,16,7.80487804878,84.8,2008-07-08,2008-09-29,0.487804878049,2.43902439024,5.36585365854,10.243902439
110,2008,h,3,15,2,13.3333333333,90.438247012,2008-10-02,2008-12-10,0.0,0.0,0.0,6.66666666667
111,2009,h,0,174,18,10.3448275862,94.2446043165,2009-01-06,2009-03-31,0.574712643678,1.72413793103,4.02298850575,7.64367816092
111,2009,h,1,303,10,3.300330033,65.8273381295,2009-04-01,2009-06-26,0.742574257426,2.3102310231,4.2904290429,7.59075907591
111,2009,h,2,268,31,11.5671641791,96.0573476703,2009-07-07,2009-09-30,0.746268656716,1.49253731343,3.35820895522,7.08955223881
111,2009,h,3,246,34,13.8211382114,95.3736654804,2009-10-01,2009-12-16,0.813008130081,2.43902439024,4.87804878049,9.34959349593
111,2010,h,0,195,21,10.7692307692,91.8149466192,2010-01-12,2010-03-25,1.02564102564,2.5641025641,5.64102564103,9.23076923077
111,2010,h,1,219,45,20.5479452055,98.2332155477,2010-04-13,2010-06-30,0.913242009132,2.28310502283,5.02283105023,9.04109589041
111,2010,h,2,151,8,5.29801324503,78.0918727915,2010-07-01,2010-09-30,0.662251655629,1.98675496689,4.6357615894,8.60927152318
111,2010,h,3,99,7,7.07070707071,71.2280701754,2010-11-15,2010-12-22,1.0101010101,3.0303030303,8.08080808081,14.7474747475
112,2011,h,0,212,14,6.60377358491,93.7677053824,2011-01-05,2011-03-31,0.0,0.943396226415,2.35849056604,4.71698113208
112,2011,h,1,281,19,6.7615658363,89.8016997167,2011-04-01,2011-06-24,0.355871886121,1.06761565836,2.84697508897,6.69039145907
112,2011,h,2,247,18,7.28744939271,89.2655367232,2011-07-06,2011-09-23,0.404858299595,1.21457489879,2.83400809717,7.28744939271
112,2011,h,3,208,17,8.17307692308,89.2655367232,2011-10-03,2011-12-20,0.480769230769,1.44230769231,4.32692307692,8.17307692308
112,2012,h,0,151,16,10.5960264901,90.985915493,2012-01-17,2012-03-29,0.662251655629,1.32450331126,3.31125827815,9.00662251656
112,2012,h,1,299,33,11.0367892977,91.8539325843,2012-04-16,2012-06-29,0.334448160535,1.33779264214,4.01337792642,9.36454849498
112,2012,h,2,152,6,3.94736842105,78.5915492958,2012-07-09,2012-09-21,0.0,1.31578947368,3.28947368421,8.55263157895
112,2012,h,3,51,6,11.7647058824,84.6368715084,2012-11-13,2012-12-31,0.0,1.96078431373,5.88235294118,13.7254901961
112,2012,h,4,5,0,0.0,0.0,2013-01-01,2013-01-01,0.0,0.0,0.0,0.0
113,2013,h,0,89,9,10.1123595506,87.9907621247,2013-01-03,2013-03-21,0.0,1.12359550562,4.49438202247,10.1123595506
113,2013,h,1,215,23,10.6976744186,93.3333333333,2013-04-09,2013-06-28,0.46511627907,1.39534883721,3.95348837209,8.18604651163
113,2013,h,2,200,19,9.5,90.1149425287,2013-07-08,2013-09-30,0.5,1.0,3.5,9.0
113,2013,h,3,87,3,3.44827586207,69.4444444444,2013-10-01,2013-11-19,0.0,1.14942528736,3.44827586207,9.19540229885
lifetime,,h,,6942,552,7.95159896283,95.1834862385,2005-01-04,2013-11-19,1.1379153391,2.26471943446,3.91600179592,5.89965397924
